Name,Color,Rarity,# GP,% GP,GP WR,# OH,OH WR
Master of Pearls,W,R,11031,94.6%,55.5%,1960,55.1%
Kin-Tree Invocation,BG,U,21988,84.7%,55.5%,3608,57.4%
Sultai Scavenger,B,C,64752,86.0%,55.5%,10280,54.2%
Ghostfire Blade,,R,13395,96.6%,55.4%,2411,59.4%
Bear's Companion,URG,U,19869,76.8%,55.4%,3223,57.9%
Mardu Warshrieker,R,C,55247,72.9%,55.4%,9013,56.2%
Bitter Revelation,B,C,50451,66.0%,55.3%,8397,54.2%
Sultai Flayer,G,U,23122,89.5%,55.3%,3856,56.4%
Jungle Hollow,,C,72691,90.4%,55.3%,13444,56.3%
War-Name Aspirant,R,U,21528,87.8%,55.2%,3850,57.0%
Rakshasa's Secret,B,C,51096,64.5%,55.2%,8605,56.0%
Horde Ambusher,R,U,23393,85.3%,55.2%,4167,56.9%
Crater's Claws,R,R,10694,95.8%,55.2%,1726,56.9%
Temur Charger,G,U,26200,88.5%,55.2%,4653,58.4%
Wind-Scarred Crag,,C,69834,88.2%,55.1%,13008,57.4%
Bloodfell Caves,,C,62788,78.7%,55.1%,11361,57.2%
Watcher of the Roost,W,U,25412,93.2%,55.1%,4578,55.8%
Leaping Master,R,C,47174,69.5%,55.1%,8377,56.7%
Krumar Bond-Kin,B,C,55011,72.3%,55.0%,9608,53.6%
Necropolis Fiend,B,R,10092,92.2%,55.0%,1640,53.4%
Savage Knuckleblade,URG,R,8473,80.8%,55.0%,1419,62.6%
"Sarkhan, the Dragonspeaker",R,M,5138,92.8%,55.0%,858,57.2%
Grim Haruspex,B,R,10148,95.8%,54.9%,1768,56.2%
Pine Walker,G,U,26797,94.0%,54.9%,4627,55.2%
Crackling Doom,WBR,R,8118,80.3%,54.9%,1404,56.1%
Timely Hordemate,W,U,21787,85.5%,54.9%,3493,53.2%
Throttle,B,C,54007,85.6%,54.9%,8517,52.6%
Become Immense,G,U,18146,68.0%,54.8%,2736,54.4%
Sandsteppe Citadel,,U,30151,94.4%,54.8%,5614,58.0%
Hordeling Outburst,R,U,20217,80.9%,54.8%,3493,56.3%
Woolly Loxodon,G,C,76106,92.6%,54.8%,13322,54.5%
End Hostilities,W,R,9880,88.5%,54.8%,1615,57.8%
Disowned Ancestor,B,C,55731,86.7%,54.8%,9836,56.8%
Highspire Mantis,WR,U,19893,89.4%,54.7%,3299,55.9%
Defiant Strike,W,C,34915,54.3%,54.7%,5638,54.5%
Mardu Ascendancy,WBR,R,6964,75.2%,54.7%,1081,57.4%
Ivorytusk Fortress,WBG,R,7956,82.0%,54.7%,1351,57.5%
Abzan Battle Priest,W,U,21327,90.3%,54.7%,3553,53.8%
Jeskai Charm,WUR,U,19903,78.8%,54.7%,3282,55.3%
War Behemoth,W,C,32147,44.6%,54.7%,5468,53.4%
Unyielding Krumar,B,C,37407,60.1%,54.7%,5904,52.9%
Mardu Roughrider,WBR,U,15890,73.8%,54.6%,2508,53.7%
Sultai Soothsayer,UBG,U,20745,75.1%,54.6%,3372,55.9%
Awaken the Bear,G,C,30902,44.2%,54.6%,4806,53.4%
Kill Shot,W,C,42277,82.3%,54.6%,7007,54.3%
Surrak Dragonclaw,URG,M,4199,82.5%,54.6%,681,61.4%
Master the Way,UR,U,25558,85.2%,54.5%,4149,54.7%
Nomad Outpost,,U,29280,94.9%,54.5%,5439,57.5%
Rattleclaw Mystic,G,R,9902,93.2%,54.4%,1798,62.7%
Savage Punch,G,C,63200,90.2%,54.4%,10431,53.6%
Take Up Arms,W,U,20136,78.1%,54.4%,3068,52.5%
Sage-Eye Harrier,W,C,42064,57.7%,54.4%,7197,51.3%
Alpine Grizzly,G,C,49947,70.6%,54.4%,8667,55.5%
Opulent Palace,,U,28037,92.8%,54.4%,5360,56.6%
Burn Away,R,U,23088,90.7%,54.3%,3722,54.8%
Hooting Mandrills,G,C,45572,75.8%,54.3%,7208,53.3%
Smite the Monstrous,W,C,36562,68.1%,54.2%,5839,52.7%
"Sidisi, Brood Tyrant",UBG,M,4073,79.3%,54.2%,715,60.8%
Mystic Monastery,,U,28457,92.9%,54.2%,5372,56.5%
Roar of Challenge,G,U,9027,43.0%,54.1%,1375,51.9%
Windswept Heath,,R,5568,77.6%,54.1%,1015,53.1%
Sultai Charm,UBG,U,17624,77.0%,54.0%,2854,52.5%
Monastery Swiftspear,R,U,15168,79.9%,54.0%,2703,57.8%
Dragonscale Boon,G,C,29034,49.5%,53.9%,4455,53.4%
Jeskai Student,W,C,47057,76.1%,53.9%,8306,54.8%
Thornwood Falls,,C,66237,86.6%,53.9%,12339,55.4%
Rite of the Serpent,B,C,39433,60.0%,53.8%,5955,51.5%
Valley Dasher,R,C,31621,54.1%,53.8%,5630,55.6%
Tranquil Cove,,C,59687,76.4%,53.8%,10966,55.4%
Abomination of Gudul,UBG,C,50166,71.9%,53.8%,8783,53.4%
Jeering Instigator,R,R,8834,93.6%,53.8%,1559,54.3%
See the Unwritten,G,M,2135,65.7%,53.7%,322,
Highland Game,G,C,45203,66.4%,53.7%,7987,54.5%
Ride Down,WR,U,18198,83.3%,53.7%,2765,55.0%
Swiftwater Cliffs,,C,65118,86.0%,53.7%,12020,56.2%
Sage of the Inward Eye,WUR,R,7686,80.8%,53.7%,1286,53.4%
Icy Blast,U,R,9646,89.8%,53.7%,1540,52.5%
Smoke Teller,G,C,36794,52.0%,53.7%,6403,54.7%
Jeskai Elder,U,U,19766,83.6%,53.6%,3567,59.0%
Kheru Spellsnatcher,U,R,10158,91.7%,53.6%,1752,55.1%
Rugged Highlands,,C,54140,72.6%,53.5%,10029,55.7%
Salt Road Patrol,W,C,27853,49.2%,53.5%,4613,51.9%
Bloodstained Mire,,R,5648,74.7%,53.5%,1023,53.5%
Archers' Parapet,G,C,44955,71.1%,53.5%,7794,53.6%
Efreet Weaponmaster,WUR,C,48457,67.5%,53.5%,8252,52.9%
Snowhorn Rider,URG,C,48657,72.1%,53.5%,8425,54.0%
Mer-Ek Nightblade,B,U,16901,87.1%,53.5%,2832,51.3%
Tuskguard Captain,G,U,20925,91.2%,53.5%,3634,53.6%
Summit Prowler,R,C,22749,35.4%,53.4%,3625,54.4%
Dismal Backwater,,C,56828,74.7%,53.4%,10207,54.2%
Trumpet Blast,R,C,22399,36.2%,53.4%,3229,50.1%
Force Away,U,C,59268,81.4%,53.4%,10014,51.8%
Warden of the Eye,WUR,U,18880,72.7%,53.4%,3065,50.0%
Trail of Mystery,G,R,9918,85.1%,53.4%,1707,61.0%
Arrow Storm,R,C,53090,79.5%,53.4%,8211,51.9%
Tusked Colossodon,G,C,10978,20.0%,53.3%,1680,53.4%
Canyon Lurkers,R,C,30010,43.0%,53.3%,5036,52.8%
Mystic of the Hidden Way,U,C,54709,85.3%,53.3%,9617,52.7%
Bring Low,R,C,47296,77.6%,53.2%,7549,52.9%
Swarm of Bloodflies,B,U,9935,68.4%,53.2%,1586,52.2%
Ankle Shanker,WBR,R,8128,83.0%,53.1%,1401,50.3%
Kheru Bloodsucker,B,U,10561,66.3%,53.1%,1744,51.7%
Crippling Chill,U,C,46476,70.5%,53.1%,7755,50.4%
Glacial Stalker,U,C,54560,73.4%,53.1%,9493,51.5%
Dutiful Return,B,C,26239,40.9%,53.1%,4051,49.4%
Gurmag Swiftwing,B,U,11827,74.6%,53.1%,2186,53.2%
Barrage of Boulders,R,C,11654,20.3%,53.0%,1819,50.6%
Sagu Archer,G,C,40691,59.3%,53.0%,6857,50.9%
Mistfire Weaver,U,U,25366,92.1%,53.0%,4510,52.2%
Set Adrift,U,U,16746,63.6%,53.0%,2565,52.2%
Frontier Bivouac,,U,27207,90.5%,52.9%,5061,54.2%
Longshot Squad,G,C,42649,76.9%,52.9%,7121,52.4%
Abzan Banner,,C,14944,28.8%,52.9%,2670,52.2%
Temur Charm,URG,U,16828,72.9%,52.8%,2786,52.0%
Flying Crane Technique,WUR,R,8964,81.2%,52.8%,1415,52.4%
Bloodfire Expert,R,C,29275,52.8%,52.8%,4887,52.4%
Witness of the Ages,,U,10553,43.7%,52.8%,1856,50.9%
Tormenting Voice,R,C,35484,58.1%,52.8%,6229,52.0%
Dig Through Time,U,R,6189,75.4%,52.8%,1030,51.2%
Scion of Glaciers,U,U,13688,58.5%,52.6%,2278,51.7%
Jeskai Windscout,U,C,52592,85.1%,52.6%,9239,52.9%
Death Frenzy,BG,U,15449,68.5%,52.6%,2532,52.0%
Ainok Tracker,R,C,27758,42.9%,52.6%,4767,50.8%
Winterflame,UR,U,19906,85.2%,52.5%,3400,52.7%
Villainous Wealth,UBG,R,8297,82.1%,52.5%,1266,48.9%
Dragon's Eye Savants,U,U,20121,74.7%,52.5%,3599,52.4%
Pearl Lake Ancient,U,M,4097,86.7%,52.4%,621,48.1%
Despise,B,U,6832,40.7%,52.4%,1172,54.0%
Scout the Borders,G,C,11994,21.1%,52.4%,2033,51.0%
Treasure Cruise,U,C,51811,80.3%,52.4%,8108,48.8%
Incremental Growth,G,U,14175,71.4%,52.4%,2104,50.9%
Dragon-Style Twins,R,R,8189,90.1%,52.3%,1266,50.8%
Molting Snakeskin,B,C,5227,10.3%,52.2%,736,50.3%
Sidisi's Pet,B,C,26826,44.2%,52.2%,4599,50.1%
"Narset, Enlightened Master",WUR,M,2494,64.7%,52.2%,379,
Avalanche Tusker,URG,R,6249,71.7%,52.2%,1051,53.1%
Kin-Tree Warden,G,C,24294,42.8%,52.1%,4222,50.7%
Trap Essence,URG,R,4378,54.6%,52.1%,736,52.3%
Dazzling Ramparts,W,U,3263,16.2%,52.1%,499,
Polluted Delta,,R,5436,71.6%,52.1%,978,52.5%
Shambling Attendants,B,C,16556,29.6%,52.1%,2499,49.4%
Blinding Spray,U,U,7642,31.8%,52.0%,1147,52.6%
Meandering Towershell,G,R,6208,81.0%,51.9%,1016,49.7%
Disdainful Stroke,U,C,22080,40.8%,51.9%,3490,51.1%
Wooded Foothills,,R,5204,68.9%,51.9%,928,50.5%
Mardu Banner,,C,10295,20.4%,51.9%,1892,50.3%
Monastery Flock,U,C,36290,54.9%,51.8%,6370,50.6%
Firehoof Cavalry,W,C,10387,20.0%,51.8%,1830,52.5%
Weave Fate,U,C,27223,48.5%,51.8%,4582,49.9%
Wetland Sambar,U,C,21947,31.3%,51.7%,3716,51.8%
Flooded Strand,,R,5523,73.6%,51.6%,988,54.1%
Briber's Purse,,U,2448,10.9%,51.6%,384,
Riverwheel Aerialists,U,U,17301,82.1%,51.5%,2694,49.9%
Retribution of the Ancients,B,R,1206,16.3%,51.5%,202,
Clever Impersonator,U,M,3093,84.8%,51.3%,513,51.7%
Waterwhirl,U,U,12806,50.9%,51.2%,1898,50.6%
Act of Treason,R,C,10081,20.2%,51.1%,1554,48.6%
Secret Plans,UG,U,20469,78.0%,51.1%,3521,51.7%
Dragon Grip,R,U,6664,35.0%,50.8%,1015,50.6%
Embodiment of Spring,U,C,21828,45.7%,50.7%,3748,51.2%
Rotting Mastodon,B,C,4469,8.1%,50.7%,741,46.3%
Rakshasa Vizier,UBG,R,4412,56.6%,50.7%,744,51.9%
Venerable Lammasu,W,U,4924,25.8%,50.6%,673,47.8%
Whirlwind Adept,U,C,16524,31.8%,50.6%,2572,50.9%
Sultai Banner,,C,11024,21.1%,50.5%,1969,49.5%
Jeskai Banner,,C,9303,18.2%,50.5%,1636,49.7%
Scaldkin,U,C,19924,36.5%,50.3%,3220,47.1%
Tomb of the Spirit Dragon,,U,674,2.9%,50.3%,106,
Temur Banner,,C,8434,16.4%,50.3%,1572,50.0%
Swift Kick,R,C,14007,27.6%,50.3%,2124,46.5%
Deflecting Palm,WR,R,2931,50.3%,50.1%,443,
Mindswipe,UR,R,5945,73.4%,49.9%,900,48.6%
Singing Bell Strike,U,C,17824,41.8%,49.7%,2950,48.4%
Seek the Horizon,G,U,3603,21.0%,49.7%,589,47.7%
Dragon Throne of Tarkir,,R,1853,30.2%,49.6%,283,
Jeskai Ascendancy,WUR,R,5706,68.8%,49.5%,931,45.1%
Cancel,U,C,9709,19.1%,49.4%,1577,48.1%
Stubborn Denial,U,U,3694,21.4%,49.4%,623,49.4%
Temur Ascendancy,URG,R,3542,49.1%,49.3%,622,48.4%
Heart-Piercer Bow,,U,2642,13.3%,49.0%,431,
Mardu Blazebringer,R,U,2820,14.1%,48.9%,470,
Hardened Scales,G,R,1837,36.0%,48.3%,360,
Kheru Dreadmaw,B,C,3595,6.5%,48.2%,528,45.1%
Kheru Lich Lord,UBG,R,4646,63.5%,48.1%,729,42.7%
Bloodfire Mentor,R,C,7014,12.4%,48.0%,1210,44.9%
Siegecraft,W,C,2111,4.1%,47.7%,324,
Howl of the Horde,R,R,2001,26.6%,47.7%,313,
Goblinslide,R,U,8205,45.2%,47.6%,1399,44.4%
Sultai Ascendancy,UBG,R,2784,36.7%,47.4%,491,
Windstorm,G,U,627,3.1%,47.4%,93,
Brave the Sands,W,U,2242,17.2%,47.2%,359,
Empty the Pits,B,M,1393,41.0%,47.2%,221,
Feed the Clan,G,C,1539,3.1%,47.0%,231,
Cranial Archive,,U,557,2.6%,46.9%,97,
Quiet Contemplation,U,U,4387,23.6%,45.9%,721,41.3%
Taigam's Scheming,U,C,4225,8.5%,45.8%,713,43.9%
Altar of the Brood,,R,695,11.1%,41.7%,114,
Erase,W,C,139,0.3%,,20,
Shatter,R,C,133,0.2%,,21,
Naturalize,G,C,480,1.0%,,69,
Lens of Clarity,,C,171,0.3%,,30,
Ugin's Nexus,,M,7,0.2%,,2,
Bonehoard Dracosaur,R,M,22445,93.4%,60.4%,3885,69.8%
Kitesail Larcenist,U,R,49526,91.5%,59.8%,8818,64.5%
Palani's Hatcher,RG,R,43922,87.7%,59.7%,7456,67.8%
Sanguine Evangelist,W,R,46041,89.7%,59.5%,8253,67.0%
"Breeches, Eager Pillager",R,R,46225,91.2%,59.5%,8467,65.7%
"Aclazotz, Deepest Betrayal",B,M,19538,87.5%,59.1%,3402,67.5%
Magmatic Galleon,R,R,46222,89.4%,59.0%,7620,65.2%
Zoetic Glyph,U,U,185761,88.9%,59.0%,31356,64.5%
Spyglass Siren,U,U,173824,90.2%,58.9%,31214,65.6%
Staunch Crewmate,U,U,169256,85.6%,58.9%,30311,61.3%
Unstable Glyphbridge,W,R,44588,87.4%,58.8%,7591,62.9%
"Itzquinth, Firstborn of Gishath",RG,U,99487,76.5%,58.5%,17441,60.1%
"Huatli, Poet of Unity",G,M,19475,85.8%,58.3%,3536,66.6%
Pugnacious Hammerskull,G,R,36256,85.7%,58.3%,6684,66.4%
Sentinel of the Nameless City,G,R,39025,87.7%,58.3%,7031,67.1%
Warden of the Inner Sky,W,R,43686,88.6%,58.2%,7903,66.1%
"Akal Pakal, First Among Equals",U,R,50112,90.4%,58.2%,8880,65.9%
Geological Appraiser,R,U,148975,89.3%,58.0%,25131,59.4%
Trumpeting Carnosaur,R,R,42870,90.7%,58.0%,7134,61.5%
"Inti, Seneschal of the Sun",R,R,43688,90.7%,57.8%,8019,64.9%
Ruin-Lurker Bat,W,U,152255,87.0%,57.7%,27384,63.9%
Resplendent Angel,W,M,20166,87.7%,57.7%,3560,60.8%
Clay-Fired Bricks,W,U,175283,85.7%,57.6%,31602,59.0%
Waterwind Scout,U,C,454488,90.6%,57.6%,79878,58.5%
"Captain Storm, Cosmium Raider",UR,U,132383,74.9%,57.6%,23255,62.7%
Miner's Guidewing,W,C,373442,84.6%,57.6%,66982,61.7%
Cogwork Wrestler,U,C,366137,75.9%,57.5%,62269,57.6%
Intrepid Paleontologist,G,R,34326,84.6%,57.5%,6352,62.8%
"Ojer Kaslem, Deepest Growth",G,M,17723,86.1%,57.5%,3085,64.7%
Etali's Favor,R,C,326164,76.5%,57.4%,54200,57.1%
Thousand Moons Smithy,W,R,44176,90.0%,57.4%,7550,62.9%
Oaken Siren,U,C,415272,87.3%,57.4%,73957,58.9%
Oltec Cloud Guard,W,C,396967,88.6%,57.4%,66390,58.4%
Lodestone Needle,U,U,189407,87.2%,57.3%,32057,55.4%
"Malcolm, Alluring Scoundrel",U,R,44590,89.5%,57.3%,8044,64.0%
Spring-Loaded Sawblades,W,U,160560,88.2%,57.2%,27943,59.4%
Subterranean Schooner,U,R,46596,89.2%,57.2%,8371,66.6%
"Chimil, the Inner Sun",,M,22010,95.7%,57.2%,3744,61.5%
Inverted Iceberg,U,C,353778,77.0%,57.2%,62104,57.4%
Belligerent Yearling,R,U,123013,87.8%,57.1%,22443,59.2%
Unlucky Drop,U,C,201264,45.2%,57.0%,31615,54.9%
Goblin Tomb Raider,R,C,326876,74.1%,57.0%,57890,59.6%
Volatile Wanderglyph,R,C,358974,83.7%,57.0%,64905,59.0%
Restless Ridgeline,,R,25050,65.9%,56.9%,4675,62.1%
Preacher of the Schism,B,R,38691,86.9%,56.9%,6905,66.1%
"Anim Pakal, Thousandth Moon",WR,R,41223,84.5%,56.9%,7173,63.4%
"Kellan, Daring Traveler",W,R,40928,85.3%,56.9%,7424,62.3%
Dreadmaw's Ire,R,U,133260,83.1%,56.9%,21538,56.7%
Quintorius Kand,WR,M,21112,90.5%,56.8%,3609,62.2%
Restless Anchorage,,R,33606,69.2%,56.8%,6253,60.3%
Petrify,W,C,325454,87.7%,56.7%,54842,56.1%
Plundering Pirate,R,C,352235,86.7%,56.7%,61872,57.1%
The Skullspore Nexus,G,M,16779,83.1%,56.7%,2705,59.4%
Dire Flail,R,R,44515,85.6%,56.7%,7538,59.2%
Pathfinding Axejaw,G,C,271412,86.6%,56.6%,45713,58.0%
Waylaying Pirates,U,C,296703,71.4%,56.6%,47291,54.1%
Triumphant Chomp,R,U,117764,83.4%,56.6%,19950,56.6%
Cenote Scout,G,U,105143,80.5%,56.6%,19276,61.1%
Armored Kincaller,G,C,248037,78.7%,56.6%,43603,56.7%
Abrade,R,C,360918,91.3%,56.6%,62505,56.5%
Brackish Blunder,U,C,284541,67.9%,56.6%,47388,54.9%
Deep-Cavern Bat,B,U,118621,83.5%,56.5%,21324,64.0%
Dusk Rose Reliquary,W,U,126510,84.9%,56.5%,20677,56.0%
Sunshot Militia,R,C,295504,70.9%,56.5%,51827,55.7%
Staggering Size,G,C,173209,52.1%,56.4%,26869,55.9%
Vanguard of the Rose,W,U,118600,77.9%,56.4%,20795,56.9%
Thrashing Brontodon,G,U,103078,87.0%,56.4%,17488,57.2%
Huatli's Final Strike,G,C,256998,84.4%,56.3%,41378,54.9%
Tinker's Tote,W,C,343590,86.0%,56.3%,59571,55.8%
Poison Dart Frog,G,C,267208,87.2%,56.3%,48947,60.3%
Saheeli's Lattice,R,U,116491,68.7%,56.3%,20802,56.1%
Bedrock Tortoise,G,R,35256,83.3%,56.3%,6108,62.0%
Malamet Battle Glyph,G,U,99266,82.5%,56.2%,15919,56.2%
Burning Sun Cavalry,R,C,173727,54.2%,56.2%,30771,56.5%
Diamond Pick-Axe,R,U,122692,82.0%,56.2%,21028,58.7%
Kinjalli's Dawnrunner,W,U,114750,84.3%,56.2%,20081,56.5%
Scytheclaw Raptor,R,U,113505,89.3%,56.2%,19939,56.8%
Sunfire Torch,R,C,297045,70.3%,56.1%,49644,55.5%
Ironpaw Aspirant,W,C,316388,80.6%,56.1%,56385,55.5%
Deconstruction Hammer,W,C,202704,53.1%,56.1%,33418,56.0%
"Abuelo, Ancestral Echo",WU,R,36600,76.3%,56.1%,6249,57.1%
"Ojer Pakpatiq, Deepest Epoch",U,M,19666,87.2%,56.1%,3339,60.5%
Earthshaker Dreadmaw,G,U,86172,82.8%,56.0%,13434,55.6%
The Everflowing Well,U,R,34194,77.6%,56.0%,5810,57.4%
Ixalli's Lorekeeper,G,U,66438,64.0%,56.0%,12065,60.0%
Ancestors' Aid,R,C,153125,44.8%,56.0%,24462,55.3%
Orazca Puzzle-Door,U,C,180027,43.0%,55.9%,31619,55.3%
Tendril of the Mycotyrant,G,U,93342,78.6%,55.9%,16343,55.5%
Cavern Stomper,G,C,191833,68.0%,55.9%,29409,55.7%
Guardian of the Great Door,W,U,120523,87.3%,55.8%,19584,55.7%
Dinotomaton,R,C,236590,73.9%,55.8%,38430,55.1%
Chupacabra Echo,B,U,118410,88.1%,55.8%,19754,56.5%
Master's Guide-Mural,WU,U,137399,73.5%,55.8%,22577,55.6%
Braided Net,U,R,43232,84.8%,55.8%,7303,54.3%
Panicked Altisaur,R,C,195961,67.4%,55.8%,30746,55.2%
Hulking Raptor,G,R,31237,85.0%,55.8%,5379,60.7%
Colossadactyl,G,U,99759,88.3%,55.8%,16564,57.0%
Jadelight Spelunker,G,R,33959,83.7%,55.8%,6050,57.7%
Chart a Course,U,U,116555,77.0%,55.7%,19994,54.7%
"Ojer Axonil, Deepest Might",R,M,16325,82.2%,55.7%,2740,57.2%
Hermitic Nautilus,U,U,124428,80.3%,55.7%,21739,55.7%
Market Gnome,W,U,89253,70.8%,55.6%,15737,57.3%
Pirate Hat,U,C,130372,35.2%,55.6%,21250,54.7%
Scampering Surveyor,,U,127427,84.4%,55.6%,21973,56.8%
Attentive Sunscribe,W,C,254474,72.9%,55.6%,45612,55.7%
Hidden Cataract,,C,272594,80.6%,55.6%,48153,56.2%
Hidden Volcano,,C,242174,82.3%,55.5%,42812,56.0%
Roaming Throne,,R,42694,97.2%,55.5%,7202,57.7%
Shipwreck Sentry,U,C,214821,53.8%,55.5%,37441,55.0%
Acrobatic Leap,W,C,54209,16.7%,55.5%,8145,54.4%
Hidden Courtyard,,C,242616,79.4%,55.5%,42743,56.0%
Idol of the Deep King,R,C,242933,72.2%,55.5%,40953,53.6%
Quicksand Whirlpool,W,C,201867,68.6%,55.4%,32450,54.1%
Caparocti Sunborn,WR,U,102896,72.6%,55.4%,17009,57.1%
The Belligerent,UR,R,36015,74.5%,55.3%,6044,56.9%
Hidden Nursery,,C,204405,81.1%,55.3%,36296,56.2%
Poetic Ingenuity,R,R,38387,83.0%,55.3%,6732,62.7%
Jade Seedstones,G,U,80232,61.4%,55.1%,12299,54.2%
Explorer's Cache,G,U,59015,51.7%,55.1%,9916,56.7%
Starving Revenant,B,R,33118,83.9%,55.1%,5599,58.1%
River Herald Guide,G,C,197860,70.5%,54.9%,34970,54.9%
Deepfathom Echo,UG,R,31343,71.4%,54.9%,5264,59.5%
Nurturing Bristleback,G,C,181899,70.1%,54.9%,30508,53.0%
Rumbling Rockslide,R,C,212212,71.3%,54.8%,33586,52.1%
Threefold Thunderhulk,,R,42368,94.4%,54.7%,6789,54.5%
Malamet War Scribe,W,U,83430,69.0%,54.7%,12628,53.6%
Restless Prairie,,R,19539,52.5%,54.7%,3692,57.6%
River Herald Scout,U,C,245260,67.9%,54.7%,43253,54.8%
Twists and Turns,G,U,82294,61.9%,54.6%,13639,53.0%
Tishana's Tidebinder,U,R,35270,82.2%,54.6%,5953,55.2%
Rampaging Ceratops,R,U,61629,65.2%,54.6%,9412,53.4%
"Saheeli, the Sun's Brilliance",UR,M,14600,69.9%,54.6%,2544,53.9%
Adaptive Gemguard,W,C,188257,62.7%,54.6%,30431,53.3%
Captivating Cave,,C,233348,81.1%,54.5%,41428,54.5%
"Kutzil, Malamet Exemplar",WG,U,59915,55.1%,54.5%,10243,57.0%
Soaring Sandwing,W,C,158092,53.8%,54.5%,26389,52.3%
Kutzil's Flanker,W,R,29738,82.3%,54.5%,5115,53.1%
Careening Mine Cart,,U,102991,73.1%,54.4%,17726,55.1%
Oltec Archaeologists,W,C,81223,27.5%,54.4%,12505,52.3%
Enterprising Scallywag,R,U,95118,79.3%,54.4%,17049,54.7%
Malamet Scythe,G,C,51921,20.3%,54.3%,8113,53.8%
Tithing Blade,B,C,211835,76.5%,54.3%,37195,55.7%
Dowsing Device,R,U,88480,56.4%,54.3%,14814,53.1%
Seismic Monstrosaur,R,C,160184,59.9%,54.3%,26587,51.6%
Dauntless Dismantler,W,U,57710,48.4%,54.3%,10061,53.8%
Eaten by Piranhas,U,U,87017,71.7%,54.3%,14535,53.1%
Oteclan Landmark,W,C,111586,37.0%,54.2%,19789,51.8%
Digsite Conservator,,U,92339,69.2%,54.2%,16605,52.6%
Defossilize,B,U,94467,75.4%,54.2%,15028,55.2%
Goldfury Strider,R,U,50318,41.1%,54.1%,7807,51.3%
Bitter Triumph,B,U,96269,86.6%,54.1%,16443,54.2%
Might of the Ancestors,W,U,34365,35.3%,54.1%,5550,52.1%
In the Presence of Ages,G,C,41474,15.9%,54.0%,7035,53.4%
Mischievous Pup,W,U,85238,68.7%,54.0%,14235,50.9%
Council of Echoes,U,U,68973,55.7%,54.0%,10402,51.8%
Coati Scavenger,G,U,72467,67.5%,54.0%,11818,50.2%
Bringer of the Last Gift,B,R,27381,73.2%,54.0%,4274,56.3%
"Ojer Taq, Deepest Foundation",W,M,14395,78.9%,53.9%,2390,54.2%
Stalactite Stalker,B,R,28768,82.7%,53.9%,5168,58.6%
Helping Hand,W,U,35639,33.4%,53.9%,5532,51.8%
Deathcap Marionette,B,C,242438,77.7%,53.9%,43065,55.0%
Souls of the Lost,B,R,27729,81.5%,53.9%,4776,52.8%
Cartographer's Companion,,C,175237,49.9%,53.8%,30309,51.3%
Another Chance,B,C,210403,62.3%,53.8%,34050,51.8%
Dead Weight,B,C,261946,81.2%,53.8%,45859,54.2%
Hidden Necropolis,,C,204918,78.1%,53.8%,36317,55.4%
Echo of Dusk,B,C,208074,72.7%,53.8%,36293,53.4%
Thousand Moons Crackshot,W,C,68463,23.6%,53.8%,11917,52.6%
Cosmium Blast,W,C,146145,57.8%,53.7%,24543,52.9%
Mineshaft Spider,G,C,115727,40.1%,53.7%,19010,52.9%
Daring Discovery,R,C,33840,11.8%,53.7%,4876,52.1%
Envoy of Okinec Ahau,W,C,104350,39.5%,53.6%,17594,52.2%
Corpses of the Lost,B,R,33167,80.6%,53.6%,5846,56.7%
Restless Reef,,R,21617,55.2%,53.6%,3985,58.2%
Malamet Brawler,G,C,91184,34.5%,53.6%,16088,52.7%
Join the Dead,B,C,245870,87.1%,53.6%,41011,53.0%
Confounding Riddle,U,U,67843,52.6%,53.6%,11291,52.4%
"Akawalli, the Seething Tower",BG,U,58476,58.9%,53.4%,9897,53.2%
Sunken Citadel,,R,28414,80.9%,53.4%,5175,54.0%
Skullcap Snail,B,C,210020,72.3%,53.4%,36713,54.4%
Fanatical Offering,B,C,134480,50.5%,53.4%,22121,53.3%
Visage of Dread,B,U,98965,73.0%,53.4%,17480,55.8%
Rampaging Spiketail,B,C,172650,65.4%,53.3%,29316,51.9%
Bloodletter of Aclazotz,B,M,12785,77.1%,53.3%,2152,53.4%
Brazen Blademaster,R,C,130540,43.2%,53.3%,21842,50.8%
Glorifier of Suffering,W,C,164747,57.2%,53.3%,26983,50.9%
Hotfoot Gnome,R,C,81741,28.3%,53.3%,13614,50.7%
Terror Tide,B,R,29497,78.5%,53.3%,4828,53.0%
The Ancient One,UB,M,9899,59.5%,53.2%,1663,55.8%
Synapse Necromage,B,U,67391,65.7%,53.2%,11709,54.4%
Hoverstone Pilgrim,,U,48826,36.6%,53.1%,7793,50.7%
Compass Gnome,,C,186011,55.2%,53.1%,34667,52.6%
Wail of the Forgotten,UB,R,16189,43.7%,53.1%,2636,51.8%
Molten Collapse,BR,R,16836,51.7%,53.1%,2886,53.0%
Sage of Days,U,C,85170,25.9%,53.1%,14548,52.9%
Cosmium Confluence,G,R,18591,52.1%,53.1%,3062,51.8%
Promising Vein,,C,180633,67.5%,53.0%,32926,53.1%
Brass's Tunnel-Grinder,R,R,27375,76.9%,53.0%,4571,54.5%
Stinging Cave Crawler,B,U,82683,83.1%,53.0%,14187,51.6%
Sovereign Okinec Ahau,WG,M,11355,65.9%,52.9%,1901,57.0%
Restless Vents,,R,15007,44.6%,52.9%,2712,57.5%
Sinuous Benthisaur,U,U,50294,35.4%,52.9%,7799,51.2%
