"Name","Color","Rarity","# GP","% GP","GP WR","# OH","OH WR"
"Ledev Guardian","W","C","351","20.5%","","65",""
"Light of the Legion","W","R","403","","","55",""
"Loxodon Restorer","W","C","375","23.0%","","62",""
"Venerated Loxodon","W","R","379","","","57",""
"Dream Eater","U","M","338","","","52",""
"Drowned Secrets","U","R","108","","","15",""
"Enhanced Surveillance","U","U","66","12.0%","","9",""
"Maximize Altitude","U","C","455","20.6%","","73",""
"Mission Briefing","U","R","125","","","19",""
"Narcomoeba","U","R","63","","","9",""
"Omnispell Adept","U","R","81","","","22",""
"Quasiduplicate","U","R","433","","","80",""
"Selective Snare","U","U","350","38.7%","","47",""
"Thoughtbound Phantasm","U","U","288","38.9%","","51",""
"Blood Operative","B","R","225","","","46",""
"Creeping Chill","B","U","41","","","6",""
"Doom Whisperer","B","M","290","","","52",""
"Gruesome Menagerie","B","R","86","","","14",""
"Kraul Swarm","B","U","375","48.3%","","50",""
"Lotleth Giant","B","U","296","42.7%","","47",""
"Mausoleum Secrets","B","R","12","","","2",""
"Mephitic Vapors","B","C","321","15.0%","","74",""
"Midnight Reaper","B","R","404","","","70",""
"Moodmark Painter","B","C","198","12.4%","","24",""
"Necrotic Wound","B","U","422","51.5%","","65",""
"Never Happened","B","C","225","11.0%","","44",""
"Pilfering Imp","B","U","427","51.0%","","78",""
"Ritual of Soot","B","R","336","","","57",""
"Undercity Necrolisk","B","U","211","28.9%","","46",""
"Veiled Shade","B","C","475","26.1%","","90",""
"Vicious Rumors","B","C","18","1.5%","","2",""
"Whispering Snitch","B","U","240","34.1%","","46",""
"Arclight Phoenix","R","M","203","","","26",""
"Book Devourer","R","U","170","21.7%","","16",""
"Erratic Cyclops","R","R","224","","","40",""
"Experimental Frenzy","R","R","473","77.4%","","80",""
"Fearless Halberdier","R","C","294","14.4%","","37",""
"Gravitic Punch","R","C","364","18.3%","","53",""
"Hellkite Whelp","R","U","422","57.6%","","54",""
"Maniacal Rage","R","C","331","17.2%","","64",""
"Risk Factor","R","R","251","","","45",""
"Runaway Steam-Kin","R","R","294","","","51",""
"Street Riot","R","U","50","9.3%","","7",""
"Torch Courier","R","C","368","21.1%","","69",""
"Arboretum Elemental","G","U","307","48.2%","","52",""
"Beast Whisperer","G","R","342","","","61",""
"Bounty of Might","G","R","305","","","42",""
"Crushing Canopy","G","C","77","4.8%","","14",""
"Golgari Raiders","G","U","158","29.5%","","20",""
"Grappling Sundew","G","U","219","33.8%","","34",""
"Hatchery Spider","G","R","267","","","36",""
"Might of the Masses","G","U","172","28.3%","","31",""
"Nullhide Ferox","G","M","225","","","41",""
"Pack's Favor","G","C","204","11.6%","","36",""
"Pause for Reflection","G","C","16","1.0%","","3",""
"Pelt Collector","G","R","216","","","29",""
"Sprouting Renewal","G","U","271","38.8%","","44",""
"Vivid Revival","G","R","228","","","24",""
"Wary Okapi","G","C","385","21.2%","","69",""
"Wild Ceratok","G","C","267","14.9%","","38",""
"Assassin's Trophy","BG","R","309","","","47",""
"Aurelia, Exemplar of Justice","WR","M","219","","","33",""
"Beamsplitter Mage","UR","U","294","31.3%","","53",""
"Camaraderie","WG","R","199","","","30",""
"Chance for Glory","WR","M","46","","","7",""
"Charnel Troll","BG","R","141","","","21",""
"Deafening Clarion","WR","R","315","","","60",""
"Dimir Spybug","UB","U","448","59.6%","","92",""
"Emmara, Soul of the Accord","WG","R","270","","","50",""
"Erstwhile Trooper","BG","C","199","12.4%","","40",""
"Etrata, the Silencer","UB","R","385","","","59",""
"Firemind's Research","UR","R","96","","","18",""
"Ionize","UR","R","182","","","31",""
"Izoni, Thousand-Eyed","BG","R","324","","","46",""
"Join Shields","WG","U","68","","","9",""
"Knight of Autumn","WG","R","236","","","51",""
"Lazav, the Multifarious","UB","M","160","","","17",""
"March of the Multitudes","WG","M","174","","","34",""
"Mnemonic Betrayal","UB","M","46","","","15",""
"Molderhulk","BG","U","198","36.9%","","33",""
"Niv-Mizzet, Parun","UR","R","466","88.8%","","75",""
"Ochran Assassin","BG","U","359","58.5%","","64",""
"Ral, Izzet Viceroy","UR","M","216","","","24",""
"Swathcutter Giant","WR","U","365","49.9%","","48",""
"Swiftblade Vindicator","WR","R","169","","","30",""
"Tajic, Legion's Edge","WR","R","260","","","47",""
"Thief of Sanity","UB","R","441","","","92",""
"Thousand-Year Storm","UR","M","61","","","8",""
"Trostani Discordant","WG","M","157","","","19",""
"Truefire Captain","WR","U","487","64.2%","","80",""
"Undercity Uprising","BG","C","309","19.5%","","57",""
"Underrealm Lich","BG","M","238","","","48",""
"Unmoored Ego","UB","R","0","","","0",""
"Vraska, Golgari Queen","BG","M","265","","","44",""
"Worldsoul Colossus","WG","U","292","49.9%","","53",""
"Assure // Assemble","WG","R","234","","","41",""
"Expansion // Explosion","UR","R","371","","","65",""
"Find // Finality","BG","R","432","84.7%","","67",""
"Invert // Invent","UR","U","323","33.8%","","52",""
"Response // Resurgence","WR","R","418","","","75",""
"Boros Locket","","C","374","18.4%","","69",""
"Chromatic Lantern","","R","284","","","50",""
"Selesnya Locket","","C","482","22.0%","","93",""
"Silent Dart","","U","147","23.4%","","24",""
"Wand of Vertebrae","","U","4","0.6%","","0",""
"Guildmages' Forum","","R","275","","","51",""
"Overgrown Tomb","","R","139","","","25",""
"Sacred Foundry","","R","234","","","39",""
"Steam Vents","","R","168","","","30",""
"Temple Garden","","R","162","","","34",""
"Watery Grave","","R","228","","","41",""
"Angel of Grace","W","M","130","","","22",""
"Bring to Trial","W","C","451","33.4%","","64",""
"Expose to Daylight","W","C","35","2.2%","","4",""
"Forbidding Spirit","W","U","453","68.1%","","86",""
"Hero of Precinct One","W","R","322","","","60",""
"Justiciar's Portal","W","C","171","10.5%","","24",""
"Knight of Sorrows","W","C","186","11.5%","","30",""
"Lumbering Battlement","W","R","357","","","53",""
"Rally to Battle","W","U","182","28.5%","","25",""
"Resolute Watchdog","W","U","376","59.0%","","69",""
"Sentinel's Mark","W","U","327","52.5%","","50",""
"Sky Tether","W","U","345","45.5%","","52",""
"Smothering Tithe","W","R","34","","","4",""
"Tithe Taker","W","R","233","","","35",""
"Unbreakable Formation","W","R","354","","","56",""
"Watchful Giant","W","C","146","8.8%","","19",""
"Benthic Biomancer","U","R","315","","","53",""
"Coral Commando","U","C","191","8.6%","","41",""
"Eyes Everywhere","U","U","380","48.3%","","73",""
"Mesmerizing Benthid","U","M","243","","","30",""
"Persistent Petitioners","U","C","315","15.8%","","53",""
"Sphinx of Foresight","U","R","440","84.0%","","85",""
"Verity Circle","U","R","204","","","40",""
"Awaken the Erstwhile","B","R","11","","","0",""
"Bankrupt in Blood","B","U","35","6.1%","","7",""
"Bloodmist Infiltrator","B","U","304","42.8%","","61",""
"Catacomb Crocodile","B","C","148","8.8%","","28",""
"Drill Bit","B","U","276","33.7%","","40",""
"Font of Agonies","B","R","0","","","0",""
"Gutterbones","B","R","250","","","40",""
"Pestilent Spirit","B","R","363","","","54",""
"Priest of Forgotten Gods","B","R","234","","","37",""
"Spawn of Mayhem","B","M","202","","","29",""
"Thirsting Shade","B","C","334","23.3%","","59",""
"Vindictive Vampire","B","U","486","62.2%","","84",""
"Act of Treason","R","C","325","19.5%","","51",""
"Amplifire","R","R","177","","","24",""
"Burn Bright","R","C","445","23.2%","","71",""
"Cavalcade of Calamity","R","U","60","10.9%","","12",""
"Deface","R","C","3","0.2%","","0",""
"Electrodominance","R","R","472","93.1%","","78",""
"Goblin Gathering","R","C","369","19.5%","","93",""
"Immolation Shaman","R","R","274","","","44",""
"Mirror March","R","R","129","","","26",""
"Rix Maadi Reveler","R","R","417","","","70",""
"Rubble Reading","R","C","37","2.5%","","9",""
"Rumbling Ruin","R","U","271","37.6%","","32",""
"Skarrgan Hellkite","R","M","162","","","26",""
"Axebane Beast","G","C","357","18.5%","","56",""
"Biogenic Ooze","G","M","177","","","22",""
"Biogenic Upgrade","G","U","411","63.9%","","64",""
"End-Raze Forerunners","G","R","216","","","39",""
"Gift of Strength","G","C","257","19.1%","","41",""
"Growth-Chamber Guardian","G","R","345","","","74",""
"Gruul Beastmaster","G","U","478","74.2%","","81",""
"Guardian Project","G","R","348","","","63",""
"Incubation Druid","G","R","314","","","56",""
"Rampage of the Clans","G","R","5","","","0",""
"Regenesis","G","U","177","30.1%","","23",""
"Root Snare","G","C","32","2.5%","","6",""
"Sagittars' Volley","G","C","40","2.4%","","4",""
"Stony Strength","G","C","433","28.7%","","70",""
"Tower Defense","G","U","6","","","0",""
"Wilderness Reclamation","G","U","101","17.7%","","26",""
"Absorb","WU","R","159","","","23",""
"Bedevil","BR","R","283","","","37",""
"Biomancer's Familiar","UG","R","140","","","25",""
"Bolrac-Clan Crusher","RG","U","357","38.8%","","71",""
"Captive Audience","BR","M","190","","","32",""
"Cindervines","RG","R","8","","","3",""
"Clan Guildmage","RG","U","452","47.3%","","87",""
"Deputy of Detention","WU","R","361","69.2%","","63",""
"Domri, Chaos Bringer","RG","M","201","","","35",""
"Dovin, Grand Arbiter","WU","M","176","","","37",""
"Emergency Powers","WU","M","65","","","4",""
"Fireblade Artist","BR","U","376","40.6%","","66",""
"Galloping Lizrog","UG","U","134","21.3%","","24",""
"Gruul Spellbreaker","RG","R","246","","","50",""
"High Alert","WU","U","347","37.7%","","52",""
"Hydroid Krasis","UG","M","251","","","42",""
"Judith, the Scourge Diva","BR","R","413","77.6%","","81",""
"Kaya, Orzhov Usurper","WB","M","94","","","13",""
"Kaya's Wrath","WB","R","294","","","42",""
"Knight of the Last Breath","WB","U","260","30.2%","","38",""
"Lavinia, Azorius Renegade","WU","R","48","","","10",""
"Macabre Mockery","BR","U","57","7.9%","","13",""
"Nikya of the Old Ways","RG","R","118","","","19",""
"Pitiless Pontiff","WB","U","402","47.2%","","76",""
"Prime Speaker Vannifar","UG","M","78","","","15",""
"Rafter Demon","BR","C","299","13.2%","","47",""
"Rakdos, the Showstopper","BR","M","160","","","26",""
"Ravager Wurm","RG","M","213","","","36",""
"Rhythm of the Wild","RG","U","378","48.1%","","69",""
"Seraph of the Scales","WB","M","211","","","37",""
"Simic Ascendancy","UG","R","114","","","14",""
"Sunder Shaman","RG","U","393","45.7%","","71",""
"Syndicate Guildmage","WB","U","492","53.9%","","89",""
"Teysa Karlov","WB","R","180","","","31",""
"Theater of Horrors","BR","R","361","","","62",""
"Zegana, Utopian Speaker","UG","R","448","84.7%","","75",""
"Zhur-Taa Goblin","RG","U","492","56.6%","","91",""
"Bedeck // Bedazzle","BR","R","454","","","86",""
"Collision // Colossus","RG","U","435","48.7%","","69",""
"Incubation // Incongruity","UG","U","273","33.7%","","49",""
"Repudiate // Replicate","UG","R","146","","","30",""
"Revival // Revenge","WB","R","152","","","29",""
"Thrash // Threat","RG","R","348","","","53",""
"Glass of the Guildpact","","R","64","","","6",""
"Junktroller","","U","212","25.6%","","41",""
"Scrabbling Claws","","U","22","4.0%","","2",""
"Screaming Shield","","U","61","","","10",""
"Sphinx of the Guildpact","","U","496","79.6%","","72",""
"Tome of the Guildpact","","R","321","","","44",""
"Blood Crypt","","R","277","","","51",""
"Breeding Pool","","R","209","","","37",""
"Godless Shrine","","R","218","","","29",""
"Hallowed Fountain","","R","221","","","54",""
"Plaza of Harmony","","R","243","","","39",""
"Stomping Ground","","R","192","","","44",""
"Karn, the Great Creator","","R","79","","","17",""
"Ugin, the Ineffable","","R","413","","","76",""
"Bond of Discipline","W","U","310","56.2%","","40",""
"Charmed Stray","W","C","137","8.2%","","39",""
"Finale of Glory","W","M","233","","","39",""
"Gideon Blackblade","W","M","202","","","28",""
"Gideon's Sacrifice","W","C","47","2.6%","","13",""
"God-Eternal Oketra","W","M","236","","","31",""
"Ignite the Beacon","W","R","9","","","2",""
"Ironclad Krovod","W","C","133","6.5%","","31",""
"Loxodon Sergeant","W","C","429","28.5%","","81",""
"Parhelion II","W","R","208","","","31",""
"Rally of Wings","W","U","85","14.5%","","14",""
"Ravnica at War","W","R","56","","","12",""
"Single Combat","W","R","131","","","21",""
"Teyo, the Shieldmage","W","U","258","48.8%","","39",""
"Teyo's Lightshield","W","C","497","25.4%","","94",""
"Tomik, Distinguished Advokist","W","R","220","","","31",""
"Topple the Statue","W","C","159","8.4%","","33",""
"Fblthp, the Lost","U","R","321","","","51",""
"Finale of Revelation","U","M","203","","","25",""
"God-Eternal Kefnet","U","M","198","","","31",""
"Jace, Wielder of Mysteries","U","R","351","","","46",""
"Naga Eternal","U","C","219","9.0%","","39",""
"Narset's Reversal","U","R","110","","","19",""
"Silent Submersible","U","R","103","","","11",""
"Spark Double","U","R","493","93.5%","","80",""
"Banehound","B","C","210","13.9%","","33",""
"Bolas's Citadel","B","R","213","","","39",""
"Bond of Revival","B","U","245","35.2%","","33",""
"Command the Dreadhorde","B","R","357","","","66",""
"Davriel's Shadowfugue","B","C","219","11.6%","","41",""
"Deliver Unto Evil","B","R","66","","","12",""
"Dreadhorde Invasion","B","R","350","","","55",""
"The Elderspell","B","R","16","","","2",""
"Finale of Eternity","B","M","190","","","34",""
"God-Eternal Bontu","B","M","221","","","43",""
"Kaya's Ghostform","B","C","172","12.0%","","33",""
"Lazotep Behemoth","B","C","440","18.3%","","72",""
"Liliana, Dreadhorde General","B","M","214","","","45",""
"Liliana's Triumph","B","U","477","62.4%","","97",""
"Massacre Girl","B","R","494","93.9%","","79",""
"Price of Betrayal","B","U","20","2.2%","","6",""
"Unlikely Aid","B","C","403","21.4%","","63",""
"Bolt Bend","R","U","247","30.9%","","38",""
"Bond of Passion","R","U","191","21.8%","","23",""
"Chandra, Fire Artisan","R","R","483","94.0%","","89",""
"Demolish","R","C","13","0.8%","","1",""
"Devouring Hellion","R","U","173","25.4%","","38",""
"Dreadhorde Arcanist","R","R","176","","","32",""
"Finale of Promise","R","M","135","","","24",""
"Ilharg, the Raze-Boar","R","M","252","","","42",""
"Krenko, Tin Street Kingpin","R","R","439","","","80",""
"Mizzium Tank","R","R","217","","","37",""
"Neheb, Dreadhorde Champion","R","R","340","","","59",""
"Sarkhan the Masterless","R","R","431","","","64",""
"Awakening of Vitu-Ghazi","G","R","301","","","47",""
"Bond of Flourishing","G","U","353","47.4%","","60",""
"Finale of Devastation","G","M","32","","","2",""
"Forced Landing","G","C","30","1.6%","","9",""
"God-Eternal Rhonas","G","M","178","","","33",""
"Mowu, Loyal Companion","G","U","481","74.1%","","78",""
"Nissa, Who Shakes the World","G","R","302","","","64",""
"Nissa's Triumph","G","U","50","7.5%","","8",""
"Planewide Celebration","G","R","311","","","52",""
"Return to Nature","G","C","30","1.8%","","4",""
"Steady Aim","G","C","159","9.0%","","30",""
"Storm the Citadel","G","U","77","11.8%","","6",""
"Vivien, Champion of the Wilds","G","R","317","","","51",""
"Vivien's Arkbow","G","R","104","","","21",""
"Wardscale Crocodile","G","C","453","26.5%","","79",""
"Ajani, the Greathearted","WG","R","283","","","45",""
"Angrath's Rampage","BR","U","473","57.5%","","104",""
"Bioessence Hydra","UG","R","199","","","22",""
"Casualties of War","BG","R","323","","","53",""
"Domri, Anarch of Bolas","RG","R","229","","","38",""
"Dovin's Veto","WU","U","160","17.1%","","30",""
"Dreadhorde Butcher","BR","R","212","","","30",""
"Feather, the Redeemed","WR","R","276","","","46",""
"Heartwarming Redemption","WR","U","47","5.8%","","8",""
"Huatli's Raptor","WG","U","317","59.4%","","46",""
"Neoform","UG","U","49","6.1%","","8",""
"Nicol Bolas, Dragon-God","UBR","M","135","","","19",""
"Niv-Mizzet Reborn","WUBRG","M","91","","","11",""
"Oath of Kaya","WB","R","359","","","66",""
"Pledge of Unity","WG","U","448","63.2%","","72",""
"Ral, Storm Conduit","UR","R","401","79.7%","","70",""
"Roalesk, Apex Hybrid","UG","M","181","","","28",""
"Role Reversal","UR","R","279","","","50",""
"Rubblebelt Rioters","RG","U","307","36.5%","","61",""
"Solar Blaze","WR","R","344","","","51",""
"Sorin, Vengeful Bloodlord","WB","R","342","","","67",""
"Soul Diviner","UB","R","335","","","53",""
"Storrev, Devkarin Lich","BG","R","340","","","64",""
"Tamiyo, Collector of Tales","UG","R","253","","","42",""
"Teferi, Time Raveler","WU","R","282","","","50",""
"Tenth District Legionnaire","WR","U","491","68.1%","","92",""
"Time Wipe","WU","R","457","83.9%","","72",""
"Tolsimir, Friend to Wolves","WG","R","395","","","61",""
"Widespread Brutality","BR","R","349","55.0%","","70",""
"Dovin, Hand of Control","WU","U","437","63.8%","","85",""
"Huatli, the Sun's Heart","WG","U","190","36.5%","","40",""
"Kiora, Behemoth Beckoner","UG","U","423","66.3%","","91",""
"Samut, Tyrant Smasher","RG","U","432","64.7%","","68",""
"God-Pharaoh's Statue","","U","303","51.8%","","48",""
"Emergence Zone","","U","22","2.6%","","3",""
"Interplanar Beacon","","U","107","12.7%","","19",""
"Karn's Bastion","","R","177","","","32",""
"Mobilized District","","R","163","","","36",""
"Living Twister","RG","R","269","","","36",""
"Blast Zone","","R","151","","","25",""
"Syr Konrad, the Grim","B","U","0","","","0",""
"Ranger-Captain of Eos","W","M","0","","","0",""
"Hard Evidence","U","C","0","","","0",""
"Combine Chrysalis","UG","U","0","","","0",""
"Quintorius, Field Historian","WR","U","0","","","0",""
"Laid to Rest","G","U","0","","","0",""
"Monologue Tax","W","R","0","","","0",""
"Magmaw","R","U","0","","","0",""
"Mistveil Plains","","U","0","","","0",""
"Mentor of the Meek","W","U","0","","","0",""
"Ghostly Prison","W","M","0","","","0",""
"Fabricate","U","M","0","","","0",""
"Show and Tell","U","M","0","","","0",""
"Tragic Slip","B","M","0","","","0",""
"Victimize","B","M","0","","","0",""
"Gamble","R","M","0","","","0",""
"Crashing Footfalls","G","M","0","","","0",""
"Tireless Tracker","G","M","0","","","0",""
"Drown in the Loch","UB","M","0","","","0",""
"Field of the Dead","","M","0","","","0",""
"Case of the Shattered Pact","","U","0","","","0",""
"Absolving Lammasu","W","U","0","","","0",""
"Assemble the Players","W","R","0","","","0",""
"Aurelia's Vindicator","W","M","0","","","0",""
"Auspicious Arrival","W","C","0","","","0",""
"Call a Surprise Witness","W","U","0","","","0",""
"Case of the Gateway Express","W","U","0","","","0",""
"Case of the Pilfered Proof","W","U","0","","","0",""
"Case of the Uneaten Feast","W","R","0","","","0",""
"Defenestrated Phantom","W","C","0","","","0",""
"Delney, Streetwise Lookout","W","M","0","","","0",""
"Doorkeeper Thrull","W","R","0","","","0",""
"Due Diligence","W","C","0","","","0",""
"Essence of Antiquity","W","U","0","","","0",""
"Forum Familiar","W","U","0","","","0",""
"Griffnaut Tracker","W","C","0","","","0",""
"Haazda Vigilante","W","C","0","","","0",""
"Inside Source","W","C","0","","","0",""
"Karlov Watchdog","W","U","0","","","0",""
"Krovod Haunch","W","U","0","","","0",""
"Make Your Move","W","C","0","","","0",""
"Makeshift Binding","W","C","0","","","0",""
"Marketwatch Phantom","W","C","0","","","0",""
"Museum Nightwatch","W","C","0","","","0",""
"Neighborhood Guardian","W","U","0","","","0",""
"No Witnesses","W","R","0","","","0",""
"Not on My Watch","W","U","0","","","0",""
"Novice Inspector","W","C","0","","","0",""
"On the Job","W","C","0","","","0",""
"Perimeter Enforcer","W","U","0","","","0",""
"Sanctuary Wall","W","U","0","","","0",""
"Seasoned Consultant","W","C","0","","","0",""
"Tenth District Hero","W","R","0","","","0",""
"Unyielding Gatekeeper","W","R","0","","","0",""
"Wrench","W","U","0","","","0",""
"Agency Outfitter","U","U","0","","","0",""
"Behind the Mask","U","C","0","","","0",""
"Benthic Criminologists","U","C","0","","","0",""
"Bubble Smuggler","U","C","0","","","0",""
"Burden of Proof","U","U","0","","","0",""
"Candlestick","U","U","0","","","0",""
"Case of the Filched Falcon","U","U","0","","","0",""
"Case of the Ransacked Lab","U","R","0","","","0",""
"Cold Case Cracker","U","C","0","","","0",""
"Conspiracy Unraveler","U","M","0","","","0",""
"Coveted Falcon","U","R","0","","","0",""
"Crimestopper Sprite","U","C","0","","","0",""
"Cryptic Coat","U","R","0","","","0",""
"Curious Inquiry","U","U","0","","","0",""
"Deduce","U","C","0","","","0",""
"Dramatic Accusation","U","C","0","","","0",""
"Eliminate the Impossible","U","U","0","","","0",""
"Exit Specialist","U","U","0","","","0",""
"Fae Flight","U","U","0","","","0",""
"Forensic Gadgeteer","U","R","0","","","0",""
"Forensic Researcher","U","U","0","","","0",""
"Furtive Courier","U","U","0","","","0",""
"Hotshot Investigators","U","C","0","","","0",""
"Intrude on the Mind","U","M","0","","","0",""
"Jaded Analyst","U","C","0","","","0",""
"Living Conundrum","U","U","0","","","0",""
"Lost in the Maze","U","R","0","","","0",""
"Mistway Spy","U","U","0","","","0",""
"Out Cold","U","C","0","","","0",""
"Proft's Eidetic Memory","U","R","0","","","0",""
"Projektor Inspector","U","C","0","","","0",""
"Reasonable Doubt","U","C","0","","","0",""
"Reenact the Crime","U","R","0","","","0",""
"Steamcore Scholar","U","R","0","","","0",""
"Unauthorized Exit","U","C","0","","","0",""
"Agency Coroner","B","C","0","","","0",""
"Alley Assailant","B","C","0","","","0",""
"Barbed Servitor","B","R","0","","","0",""
"Basilica Stalker","B","C","0","","","0",""
"Case of the Stashed Skeleton","B","R","0","","","0",""
"Cerebral Confiscation","B","C","0","","","0",""
"Deadly Cover-Up","B","R","0","","","0",""
"Extract a Confession","B","C","0","","","0",""
"Festerleech","B","U","0","","","0",""
"Homicide Investigator","B","R","0","","","0",""
"Hunted Bonebrute","B","R","0","","","0",""
"Illicit Masquerade","B","R","0","","","0",""
"It Doesn't Add Up","B","U","0","","","0",""
"Lead Pipe","B","U","0","","","0",""
"Leering Onlooker","B","U","0","","","0",""
"Long Goodbye","B","U","0","","","0",""
"Macabre Reconstruction","B","C","0","","","0",""
"Massacre Girl, Known Killer","B","M","0","","","0",""
"Murder","B","C","0","","","0",""
"Nightdrinker Moroii","B","U","0","","","0",""
"Outrageous Robbery","B","R","0","","","0",""
"Persuasive Interrogators","B","U","0","","","0",""
"Polygraph Orb","B","U","0","","","0",""
"Presumed Dead","B","U","0","","","0",""
"Repeat Offender","B","C","0","","","0",""
"Rot Farm Mortipede","B","C","0","","","0",""
"Slice from the Shadows","B","C","0","","","0",""
"Slimy Dualleech","B","U","0","","","0",""
"Snarling Gorehound","B","C","0","","","0",""
"Soul Enervation","B","U","0","","","0",""
"Toxin Analysis","B","C","0","","","0",""
"Undercity Eliminator","B","U","0","","","0",""
"Unscrupulous Agent","B","C","0","","","0",""
"Vein Ripper","B","M","0","","","0",""
"Anzrag's Rampage","R","R","0","","","0",""
"Bolrac-Clan Basher","R","U","0","","","0",""
"Case of the Burning Masks","R","U","0","","","0",""
"Case of the Crimson Pulse","R","R","0","","","0",""
"Caught Red-Handed","R","U","0","","","0",""
"The Chase Is On","R","C","0","","","0",""
"Concealed Weapon","R","U","0","","","0",""
"Connecting the Dots","R","R","0","","","0",""
"Convenient Target","R","U","0","","","0",""
"Cornered Crook","R","U","0","","","0",""
"Crime Novelist","R","U","0","","","0",""
"Demand Answers","R","C","0","","","0",""
"Expedited Inheritance","R","M","0","","","0",""
"Expose the Culprit","R","U","0","","","0",""
"Felonious Rage","R","C","0","","","0",""
"Frantic Scapegoat","R","U","0","","","0",""
"Fugitive Codebreaker","R","R","0","","","0",""
"Galvanize","R","C","0","","","0",""
"Gearbane Orangutan","R","C","0","","","0",""
"Goblin Maskmaker","R","C","0","","","0",""
"Harried Dronesmith","R","U","0","","","0",""
"Incinerator of the Guilty","R","M","0","","","0",""
"Innocent Bystander","R","C","0","","","0",""
"Knife","R","U","0","","","0",""
"Krenko, Baron of Tin Street","R","R","0","","","0",""
"Krenko's Buzzcrusher","R","R","0","","","0",""
"Lamplight Phoenix","R","R","0","","","0",""
"Offender at Large","R","C","0","","","0",""
"Person of Interest","R","C","0","","","0",""
"Pyrotechnic Performer","R","R","0","","","0",""
"Reckless Detective","R","U","0","","","0",""
"Red Herring","R","C","0","","","0",""
"Rubblebelt Braggart","R","C","0","","","0",""
"Shock","R","C","0","","","0",""
"Suspicious Detonation","R","C","0","","","0",""
"Vengeful Tracker","R","U","0","","","0",""
"Aftermath Analyst","G","U","0","","","0",""
"Airtight Alibi","G","C","0","","","0",""
"Analyze the Pollen","G","R","0","","","0",""
"Archdruid's Charm","G","R","0","","","0",""
"Audience with Trostani","G","R","0","","","0",""
"Axebane Ferox","G","R","0","","","0",""
"Bite Down on Crime","G","C","0","","","0",""
"Case of the Locked Hothouse","G","R","0","","","0",""
"Case of the Trampled Garden","G","U","0","","","0",""
"Chalk Outline","G","U","0","","","0",""
"Culvert Ambusher","G","U","0","","","0",""
"Fanatical Strength","G","C","0","","","0",""
"Flourishing Bloom-Kin","G","U","0","","","0",""
"Get a Leg Up","G","U","0","","","0",""
"Glint Weaver","G","U","0","","","0",""
"Greenbelt Radical","G","U","0","","","0",""
"Hard-Hitting Question","G","U","0","","","0",""
"Hedge Whisperer","G","U","0","","","0",""
"Hide in Plain Sight","G","R","0","","","0",""
"A Killer Among Us","G","U","0","","","0",""
"Loxodon Eavesdropper","G","C","0","","","0",""
"Nervous Gardener","G","C","0","","","0",""
"Pick Your Poison","G","C","0","","","0",""
"Pompous Gadabout","G","U","0","","","0",""
"The Pride of Hull Clade","G","M","0","","","0",""
"Rope","G","U","0","","","0",""
"Rubblebelt Maverick","G","C","0","","","0",""
"Sample Collector","G","U","0","","","0",""
"Sharp-Eyed Rookie","G","R","0","","","0",""
"Slime Against Humanity","G","C","0","","","0",""
"They Went This Way","G","C","0","","","0",""
"Topiary Panther","G","C","0","","","0",""
"Tunnel Tipster","G","C","0","","","0",""
"Undergrowth Recon","G","M","0","","","0",""
"Vengeful Creeper","G","C","0","","","0",""
"Vitu-Ghazi Inspector","G","C","0","","","0",""
"Agrus Kos, Spirit of Justice","WR","M","0","","","0",""
"Alquist Proft, Master Sleuth","WU","M","0","","","0",""
"Anzrag, the Quake-Mole","RG","M","0","","","0",""
"Assassin's Trophy","BG","R","0","","","0",""
"Aurelia, the Law Above","WR","R","0","","","0",""
"Blood Spatter Analysis","BR","R","0","","","0",""
"Buried in the Garden","WG","U","0","","","0",""
"Coerced to Kill","UB","U","0","","","0",""
"Crowd-Control Warden","WG","C","0","","","0",""
"Curious Cadaver","UB","U","0","","","0",""
"Deadly Complication","BR","U","0","","","0",""
"Detective's Satchel","UR","U","0","","","0",""
"Dog Walker","WR","C","0","","","0",""
"Doppelgang","UG","R","0","","","0",""
"Drag the Canal","UB","R","0","","","0",""
"Etrata, Deadly Fugitive","UB","M","0","","","0",""
"Evidence Examiner","UG","U","0","","","0",""
"Ezrim, Agency Chief","WU","R","0","","","0",""
"Faerie Snoop","UB","C","0","","","0",""
"Gadget Technician","UR","C","0","","","0",""
"Gleaming Geardrake","UR","U","0","","","0",""
"Granite Witness","WU","C","0","","","0",""
"Ill-Timed Explosion","UR","R","0","","","0",""
"Insidious Roots","BG","U","0","","","0",""
"Izoni, Center of the Web","BG","R","0","","","0",""
"Judith, Carnage Connoisseur","BR","R","0","","","0",""
"Kaya, Spirits' Justice","WB","M","0","","","0",""
"Kellan, Inquisitive Prodigy","UG","R","0","","","0",""
"Kylox, Visionary Inventor","UR","R","0","","","0",""
"Kylox's Voltstrider","UR","M","0","","","0",""
"Lazav, Wearer of Faces","UB","R","0","","","0",""
"Leyline of the Guildpact","WUBRG","R","0","","","0",""
"Lightning Helix","WR","U","0","","","0",""
"Meddling Youths","WR","U","0","","","0",""
"Niv-Mizzet, Guildpact","WUBRG","R","0","","","0",""
"No More Lies","WU","U","0","","","0",""
"Officious Interrogation","WU","R","0","","","0",""
"Private Eye","WU","U","0","","","0",""
"Rakdos, Patron of Chaos","BR","M","0","","","0",""
"Rakish Scoundrel","BG","C","0","","","0",""
"Relive the Past","WG","R","0","","","0",""
